"CAND_ID","CAND_NAME","CAND_ICI","PTY_CD","CAND_PTY_AFFILIATION","TTL_RECEIPTS","TRANS_FROM_AUTH","TTL_DISB","TRANS_TO_AUTH","COH_BOP","COH_COP","CAND_CONTRIB","CAND_LOANS","OTHER_LOANS","CAND_LOAN_REPAY","OTHER_LOAN_REPAY","DEBTS_OWED_BY","TTL_INDIV_CONTRIB","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","SPEC_ELECTION","PRIM_ELECTION","RUN_ELECTION","GEN_ELECTION","GEN_ELECTION_PRECENT","OTHER_POL_CMTE_CONTRIB","POL_PTY_CONTRIB","CVG_END_DT","INDIV_REFUNDS","CMTE_REFUNDS","l_DISB"
"H6MD03318","OKEEFFE, KEVIN SCOTT|O|1|DEM|221841.68|0|221313.38|0|0|528.3|5735.76|0|0|0|0|0|215265.92|MD|03||L||||650|0|06/30/2007|0|0
H6MD03326|BARTH, ANDY|O|1|DEM|164334.21|0|164334.21|0|0|0|10742.95|10000|0|675.78|0|9324.22|143036.85|MD|03||L||||500|0|12/31/2006|1800|0
H6MD03334|BALDWIN, MISHONDA|O|1|DEM|29881.19|0|29887.42|0|0|-6.23|0|0|0|0|0|0|29381.19|MD|03||L||||0|500|12/31/2006|0|0
H2MD03119|CONWELL, SCOTT|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|MD|03||||||0|0|12/31/2005|0|0
H4MD03057|DUCKWORTH, ROBERT P|C|2|REP|0|0|0|0|1738.54|1738.54|0|0|0|0|0|36000|0|MD|03||||||0|0|01/26/2006|0|0
H6MD03342|APPLEBAUM, GARY E|O|2|REP|270519|0|258062.53|0|0|12456.47|0|0|0|0|0|0|264769|MD|03||L||||5750|0|12/31/2006|50330|0
H6MD03367|WHITE, JOHN DAVID|O|2|REP|476345|0|471187.86|0|0|5157.14|0|449000|0|0|0|78000|22345|MD|03||W||L|32|5000|0|12/31/2006|0|0
H6MD03383|ALTSCHULER, BRUCE ROBERT|O|2|REP|5150|0|5125|0|0|0|5000|0|0|4603|0|0|150|MD|03||L||||0|0|12/28/2006|0|0
H6MD03391|SPAUSE, PAUL JOSEPH|C|2|REP|13000|0|6680|0|0|639|0|0|0|0|0|0|13000|MD|03||L||||0|0|12/31/2006|0|0
H6MD03417|ORDYNSKY, EUGENIA KORSAK|C|2|REP|9817|0|9816|0|0|0|47|0|0|0|0|0|9770|MD|03||L||||0|0|11/03/2006|0|0
H2MD05361|WYNN, ALBERT R|I|1|DEM|799328.78|0|980868.76|0|273531.53|91991.55|0|0|0|0|0|0|314850.34|MD|04||W||W|82|474875|12.65|12/31/2006|550|8500
H6MD04183|EDWARDS, DONNA|I|1|DEM|345008.25|0|342896.13|0|0|2112.12|0|0|0|0|0|0|309248.25|MD|04||L||||32260|0|12/31/2006|1500|0
H4MD04055|MCKINNIS, JOHN R II|C|2|REP|0|0|2175.95|0|2960.32|784.37|0|0|0|0|0|30000|0|MD|04||||||0|0|12/31/2006|0|0
H4MD04063|MOORE, ROSCOE M JR|C|2|REP|13|0|6015|0|7481.79|1479.79|0|0|0|0|0|50500|0|MD|04||||||0|0|12/31/2006|0|0
H4MD04105|DUDLEY, THERESA MITCHELL|C|3|GRE|1133|0|1068|0|234|0|800|0|0|800|268|0|33|MD|04||||||0|0|06/10/2005|0|0
H2MD05155|HOYER, STENY HAMILTON|I|1|DEM|2354473.33|0|2360633.97|0|400005.03|393844.39|0|0|0|0|0|0|628732.75|MD|05||W||W|83|1705077.21|31.73|12/31/2006|1300|0
H4MD05110|JEWITT, BRADLEY MR|C|2|REP|24359.6|0|24378.28|0|18.68|0|23264.6|0|0|23550|0|0|1095|MD|05||||||0|0|06/30/2005|757.11|0
H6MD05164|MILLER, RONALD E|C|2|REP|51193.23|0|51193.23|0|0|0|522.33|20000|0|20000|0|0|30220.9|MD|05||||||0|0|11/24/2006|0|0
H4MD05136|KRUKAR, STEVEN J|C|3|CST|0|0|0|0|26|26|0|0|0|0|0|6125|0|MD|05||||||0|0|03/31/2006|0|0
H6MD05172|WARNER, STEVEN|C|3|GRE|10425|0|10424|0|0|0|7663|0|0|0|0|6447|2761|MD|05||||L|16|0|0|11/27/2006|0|0
H6MD06113|KARAS, SAVAS J|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|MD|06||||||0|0|06/30/2006|0|0
H6MD06121|DUCK, ANDREW JAMES|C|1|DEM|212916.84|0|210537.6|0|0|2379.24|2628.48|6000|0|0|0|6000|160442.36|MD|06||W||L|38|43750|0|12/31/2006|0|0
H6MD06139|KISSIN, BARRY J C|C|1|DEM|34742.44|0|19512.1|0|0|15230.34|2159.8|25000|0|0|0|25000|7315.39|MD|06||L||||0|0|12/31/2006|25|0
H2MD06054|BARTLETT, ROSCOE G. JR.|I|2|REP|367822.98|0|422103.27|0|257712.25|203431.96|0|0|0|0|0|0|213232.76|MD|06||W||W|58|131132.54|5|12/31/2006|0|0
H4MD06118|ROLLE, SCOTT LAWRENCE|C|2|REP|5500|0|6477.97|0|-8448.12|-9426.09|0|0|0|1500|0|18322.65|5500|MD|06||||||0|0|12/31/2006|0|0
H6MD06147|KRYSZTOFORSKI, JOSEPH T|C|2|REP|58949.44|0|56870.04|0|0|2079.4|19854.42|25000|0|3500|0|21500|8890.42|MD|06||L||||0|0|12/31/2006|0|0
H6MD06154|KOZAK, ROBERT E|C|3|GRE|5435|0|5406.37|0|0|-7.92|0|0|0|0|0|0|5325|MD|06||||L|2|0|110|12/31/2006|0|0
H6MD07020|MFUME, KWEISI|C|1|DEM|25|0|98020|97705|97995|0|0|0|0|0|0|0|0|MD|07||||||0|0|03/31/2005|0|0
H6MD07160|CUMMINGS, ELIJAH E|I|1|DEM|882991.79|0|560961.57|0|68552.29|390582.51|0|0|0|0|0|0|403941|MD|07||W||W|0|462035|50|12/31/2006|0|200
H4MD07033|SALAZAR, ANTONIO|C|2|REP|5136.5|0|5707.05|0|1019.97|449.42|436.5|0|0|5000|0|5200|4700|MD|07||||||0|0|12/31/2006|0|0
H2MD08126|VAN HOLLEN, CHRIS|I|1|DEM|1686434.42|10000|676666.77|75000|471172.13|1480939.78|50|0|0|940.44|0|2209.56|1167779.17|MD|08||W||W|77|452582.64|833.81|12/31/2006|4850|0
H6MD08291|BARVE, KUMAR P|C|1|DEM|0|0|0|0|10736.73|10736.73|0|0|0|0|0|0|0|MD|08||||||0|0|12/31/2006|0|0
H0MD08021|MORELLA, CONSTANCE A|C|2|REP|0|0|3884.57|0|30917.78|27033.21|0|0|0|0|0|0|0|MD|08||||||0|0|12/31/2006|0|0
H4MD08163|FLOYD, CHARLES|C|2|REP|5268.08|0|5722.65|0|1157.69|703.12|0|5000|0|0|0|290961.47|200|MD|08||||||0|0|06/30/2006|0|0
H6MD08416|ZUBAIRI, DANIEL F|C|2|REP|34708|7693|34608|0|-100|0|876|6568|0|6568|0|6568|26263|MD|08||L||||1000|0|10/30/2006|0|0
H6MD08440|STEIN, JEFFREY MARK|C|2|REP|31844|0|31845|0|0|0|2376|3832|0|3832|0|0|24515|MD|08||W||L|21|0|1118|11/27/2006|0|0
H6ME01157|ALLEN, THOMAS H|I|1|DEM|1058729.03|0|656461.75|0|99582.51|501849.79|0|0|0|0|0|0|700635.99|ME|01||W||W|60|353094.54|289.04|12/31/2006|200|2500
H4ME01111|SUMMERS, CHARLES EDWARD JR|C|2|REP|40993.02|0|41029.54|0|50.77|14.25|0|40000|0|2337.54|0|77741.46|343|ME|01||||||0|170|12/31/2006|0|0
H6ME01181|CURLEY, DARLENE J.|C|2|REP|185767.94|0|181768.34|0|0|3999.6|0|43500|0|0|0|43500|93079.5|ME|01||W||L|31|35251.8|6900|12/31/2006|500|5000
H6ME01199|KAMILEWICZ, DEXTER J|C|3|IND|40895|0|43934|0|3034|683|2100|0|0|0|0|0|38480|ME|01||||L|8|0|0|12/31/2006|101|0
H2ME02097|MICHAUD, MICHAEL H|I|1|DEM|737310.51|0|737824.94|0|35460.36|35945.93|0|0|0|0|0|0|240600.77|ME|02||W||W|70|487785|100|12/31/2006|0|2500
H4ME02176|HAMEL, BRIAN N|C|2|REP|539.59|0|175.75|0|133.84|497.68|0|0|0|0|0|6000|250|ME|02||||||0|0|06/30/2005|0|0
H6ME02114|DAMBOISE, LAURENCE SCOTT","C",2,"REP",28808,0,18526,0,0,10280,200,0,0,0,0,0,19608,"ME",2,"","W","","L",29,7000,2000,"10/18/2006",0,0,9.82693042981397
"H2MI01068","STUPAK, BART","I",1,"DEM",805656.97,0,833139.77,0,114372.2,86889.4,0,0,0,0,0,0,279295.44,"MI",1,"","W","","W",69,519250,1181.84,"12/31/2006",100,200,13.6329566981901
"H2MI01092","HOOPER, DON","C",2,"REP",5316,0,5362,0,46,0,1001,0,0,0,0,0,1770,"MI",1,"","W","","L",27,0,2545,"11/07/2006",0,0,8.58709231879591
"H4MI02088","KOTOS, KIMON JOHN","C",1,"DEM",15498,0,9622,0,200,6174,1310,0,0,0,0,0,7858,"MI",2,"","W","","L",31,0,5950,"09/30/2006",0,0,9.1718074222594
"H2MI02066","HOEKSTRA, PETER","I",2,"REP",720729.8,0,676674.9,0,156435.49,200490.39,0,0,0,0,0,0,390501.38,"MI",2,"","W","","W",66,323522.65,500,"12/31/2006",900,0,13.4249462297635
"H6MI03131","RINCK, JAMES RICHARD","C",1,"DEM",24132,0,24122,0,0,6,3700,4215,0,3490,0,0,5840,"MI",3,"","W","","L",34,8000,2100,"12/31/2006",0,0,10.0908795661432
"H4MI03045","EHLERS, VERNON J","I",2,"REP",458410.13,0,458546.14,0,371016.1,370880.09,0,0,0,0,0,0,253098.04,"MI",3,"","W","","W",63,185170,0,"12/31/2006",0,0,13.0358161981128
"H4MI04092","HUCKLEBERRY, MICHAEL RAY","C",1,"DEM",66493.05,0,62034.51,0,-1033.96,3424.58,0,2000,0,0,0,3000,44945.15,"MI",4,"","W","","L",37,13513,5400,"12/31/2006",0,0,11.035446122079
"H0MI10071","CAMP, DAVID LEE","I",2,"REP",1215957.7,0,1111773.78,0,798883.03,903066.95,0,0,0,0,0,0,319619.01,"MI",4,"","W","","W",60,840740.58,5895,"12/31/2006",0,0,13.9214672978451
"H6MI07108","KILDEE, DALE","I",1,"DEM",556806.03,0,593819.59,0,588456.19,551442.63,0,0,0,0,0,0,239803,"MI",5,"","W","","W",72,261310,10713.18,"12/31/2006",0,0,13.2943308316736
"H6MI05177","KLAMMER, ERIC JOHN","C",2,"REP",4320,0,638,0,0,3681,0,0,0,0,0,0,1570,"MI",5,"","W","","L",25,0,2750,"07/19/2006",0,0,6.45833828334479
"H6MI06134","CLARK, KIM L","C",1,"DEM",145297.77,0,145042.65,0,0,440.87,51444,0,0,0,0,0,87525.27,"MI",6,"","W","","L",37,3000,3328.5,"12/31/2006",0,0,11.8847831160837
"H6MI04113","UPTON, FREDERICK STEPHEN","I",2,"REP",1237454.08,0,972301.82,0,583807.77,848960.03,0,0,0,0,0,0,533716.49,"MI",6,"","W","","W",60,664165.13,160.24,"12/31/2006",0,5000,13.7874215496462
"H4MI07137","RENIER, SHARON MARIE","C",1,"DEM",55682.61,0,55795.95,0,0,-113.34,0,5200,0,0,0,5387.43,31513.02,"MI",7,"","W","","L",46,18950,0,"12/31/2006",0,0,10.9294565650901
"H4MI07103","WALBERG, TIMOTHY L.","I",2,"REP",1260114.45,747.5,1225142.08,0,2988.76,37961.13,0,0,0,0,0,0,947777.35,"MI",7,"","W","","W",50,294597.26,13249,"12/31/2006",2650,0,14.0185673789088
"H4MI07145","HORN, DAVID P","C",3,"TX",823.72,0,823.72,325,0,0,83.65,0,0,0,0,0,740.07,"MI",7,"","","","L",1,0,0,"12/01/2006",0,0,6.71383066633715
"H6MI08197","MARCINKOWSKI, JAMES","C",1,"DEM",552158.99,0,552223.37,0,0,6.08,1634.88,0,0,0,0,0,428257.27,"MI",8,"","W","","L",42,121310,200,"12/31/2006",0,0,13.2217078992053
"H0MI08042","ROGERS, MICHAEL J","I",2,"REP",1487897.08,0,1863919.63,50000,728566.2,352543.65,0,0,0,0,0,0,620173.03,"MI",8,"","W","","L",55,820331.98,2308.19,"12/31/2006",15,5000,14.4381921563453
"H6MI09146","SKINNER, NANCY ANN","C",1,"DEM",422384.6,0,403729.68,0,0,18654.92,0,15000,0,15000,0,0,327114.6,"MI",9,"","W","","L",46,80270,0,"12/31/2006",0,300,12.9085008240791
"H2MI11042","KNOLLENBERG, JOSEPH K","I",2,"REP",2652842.94,0,3105166.16,0,439168.96,134287,0,0,0,0,0,0,1700623.97,"MI",9,"","W","","W",51,880155.77,15248,"12/31/2006",525,0,14.9485777856055
"H6MI10136","DENISON, ROBERT","C",1,"DEM",14076,0,14077,0,0,0,0,0,0,0,0,0,3176,"MI",10,"","W","","L",31,7500,3400,"11/27/2006",0,0,9.55229753882796
"H6MI12181","MILLER, CANDICE S.","I",2,"REP",860586.21,0,692657.11,0,739296.79,907225.89,0,0,0,0,0,0,391769.92,"MI",10,"","W","","W",66,433744.57,0,"12/31/2006",250,0,13.4482903649579
"H6MI11142","TRUPIANO, TONY","C",1,"DEM",83635.13,0,134146.08,0,0,-34317.31,875.23,0,0,0,0,0,57159.9,"MI",11,"","W","","L",42,20450,5150,"12/31/2006",0,0,11.8066846344056
"H2MI00037","MCCOTTER, THADDEUS G","I",2,"REP",871576.59,0,875713.77,0,104309.46,100172.28,0,0,0,0,0,0,492513.2,"MI",11,"","W","","W",54,351526.5,260,"12/31/2006",3100,1000,13.6827945699499
"H2MI17023","LEVIN, SANDER M","I",1,"DEM",626417.6,0,742098.22,0,149153.04,33472.42,0,0,0,0,0,0,185608.2,"MI",12,"","W","","W",70,439387.82,15.72,"12/31/2006",0,1500,13.5172368853568
"H6MI01028","CONYERS, JOHN JR.","I",1,"DEM",1069659.81,0,913524.7,0,28900.24,185035.35,0,0,0,0,0,703.56,596612.71,"MI",14,"","W","","W",84,470210,387.57,"12/31/2006",3648.25,0,13.7250656932962
"H6MI14187","MILES, CHAD ALAN","C",2,"REP",6963,0,6963,0,0,0,125,0,0,0,0,0,5488,"MI",14,"","W","","L",15,0,1350,"12/31/2006",0,0,8.84836569494255
"H6MI16034","DINGELL, JOHN D MR.","I",1,"DEM",1557068.22,0,1400149.69,0,491880.27,648798.8,0,0,0,0,0,0,362892.4,"MI",15,"","W","","W",87,1167035,0,"12/31/2006",800,4000,14.1520897102984
"H6MN01174","WALZ, TIMOTHY J.","I",1,"DEM",1424590.27,5900,1419414.61,0,0,5175.66,100,0,96919.72,0,72403.89,24515.83,903733.46,"MN",1,"","W","","W",52,396203.53,19444.72,"12/31/2006",60,2000,14.1657550981016
"H4MN01070","GUTKNECHT, GILBERT  W JR.","I",2,"REP",1364288.78,0,1723711.63,0,360607.48,1184.63,0,0,0,0,0,0,732937.45,"MN",1,"","W","","L",47,598454.77,5984.25,"12/31/2006",0,0,14.3599904482335
"H6MN02107","ROWLEY, COLEEN MARIE","C",1,"DEM",692480.79,0,690135.64,0,0,2345.15,33756.2,0,0,0,0,6258.35,565012.21,"MN",2,"","W","","L",40,76961.85,10250,"12/31/2006",2050,0,13.4446434369643
"H8MN06047","KLINE, JOHN P.","I",2,"REP",1495475.86,0,1478471.44,0,25928.98,42933.4,0,0,0,0,0,0,853686.99,"MN",2,"","W","","W",56,605496.91,1100,"12/31/2006",0,0,14.2065193012129
"H6MN03113","WILDE, WENDY","C",1,"DEM",67887.22,500,67863.03,0,0,24.19,0,0,0,0,0,0,46187.22,"MN",3,"","W","","L",35,12000,9200,"12/31/2006",165,0,11.125246688093
"H0MN00013","RAMSTAD, JIM","I",2,"REP",1028890.79,0,1424371.13,0,981936.74,586456.4,2000,0,0,0,0,17792.74,368260.7,"MN",3,"","W","","W",64,612045.87,0,"12/31/2006",0,0,14.1692409619973
"H0MN04049","MCCOLLUM, BETTY","I",1,"DEM",562756.16,0,611913.47,0,124068.42,74911.11,0,0,0,0,0,0,288912.8,"MN",4,"","W","","W",69,272185,6.25,"12/31/2006",2000,1000,13.3243461626092
"H6MN04228","SIUM, OGBAZGHI OBI","C",2,"REP",79224.82,0,75621.34,0,0,3603.48,2700,0,0,0,0,0,62146.08,"MN",4,"","W","","L",30,2000,11971,"12/31/2006",0,0,11.2334937974678
"H6MN05183","ELLISON, KEITH MAURICE","O",1,"DEM",795049.57,0,786129.87,0,0,8920.05,707.01,0,0,0,0,0,558772.33,"MN",5,"","W","","W",55,230295.2,5000,"12/31/2006",2675,0,13.5748772867702
"H6MN05290","FINE, ALAN RAYMOND","O",2,"REP",198319.93,0,198624.97,0,56.37,-248.67,5164.4,25000,0,25000,0,0,141355.15,"MN",5,"","W","","L",21,800,25000,"12/31/2006",0,0,12.1991737528006
"H4MN05063","POND, JAY","C",3,"GRE",9102,0,9103,0,0,0,303,791,0,791,0,0,8008,"MN",5,"","","","L",1,0,0,"12/07/2006",0,0,9.11635930850529
"H6MN05282","LEE, TAMMY LOUISE","O",3,"IND",228940.41,0,226401.05,0,0,2539.36,1997.64,10000,0,0,0,21112.5,197784.77,"MN",5,"","W","","L",21,14750,4408,"12/31/2006",0,0,12.3300632631096
"H4MN06079","WETTERLING, PATTY","O",1,"DEM",3153306.36,40917.13,3179232.47,47680,37053.23,11127.12,0,0,0,0,0,5000,2569248.31,"MN",6,"","W","","L",42,502777.6,6550,"12/31/2006",2895,1000,14.9721503639887
"H6MN06074","BACHMANN, MICHELE M","O",2,"REP",2626872.01,234853.89,2553751.44,0,0,73120.57,0,0,0,0,0,0,1537022.12,"MN",6,"","W","","W",50,812316.16,26570,"12/31/2006",11365,3516.67,14.7530739889905
"H6MN06140","BINKOWSKI, JOHN P MR.","O",3,"IND",18297.89,0,17263.38,0,0,1034.51,3000,201.12,47.39,201.12,47.39,0,14905.12,"MN",6,"","W","","L",7,0,0,"12/31/2006",0,0,9.75634277397073
"H6MN07262","BARRETT, MICHAEL JAMES","C",2,"REP",41379.18,0,41379.18,477.43,0,0,0,0,0,0,0,0,18138.18,"MN",7,"","W","","L",29,8000,15241,"12/31/2006",0,0,10.6305331347668
"H2MN07014","PETERSON, COLLIN C","I",3,"DFL",938132.54,0,645291.69,130000,22700.66,315541.51,0,0,0,0,0,8769.83,203365.23,"MN",7,"","W","","W",69,720027.67,425.26,"12/31/2006",100,0,13.3774577261097
"H6MN08112","GRAMS, RODNEY DWIGHT","C",2,"REP",468732.53,0,546124.59,0,0,438.62,0,0,0,0,0,38964,345907,"MN",8,"","W","","L",34,99550,18290,"12/31/2006",500,0,13.2106024155096
"H6MN08047","OBERSTAR, JAMES L. HON.","I",3,"DFL",1368871,470,1422129.55,0,225310.08,172051.53,850,0,0,0,0,0,561942.36,"MN",8,"","W","","W",63,800704.31,397.43,"12/31/2006",0,1500,14.1676659892744
"H2MN08061","WELTY, HARRY ROBB","C",3,"OTH",5677,0,5398,0,0,278,5222,0,0,0,0,0,455,"MN",8,"","","","L",1,0,0,"10/18/2006",0,0,8.59378379357795
"H0MO01066","CLAY, WILLIAM LACY JR","I",1,"DEM",443365.32,0,464670.78,0,154935.97,133630.51,0,0,0,0,0,0,134640.3,"MO",1,"","W","","W",72,307158,100,"12/31/2006",2550,1000,13.0490844338191
"H6MO01220","BYRNE, MARK","C",2,"REP",75550.76,0,72560.24,0,0,2990.97,4040,0,0,0,0,0,68810.76,"MO",1,"","W","","L",24,2400,0,"12/31/2006",165,0,11.192172392391
"H0MO02148","AKIN, WILLIAM TODD","I",2,"REP",857420.06,0,698053.87,0,303246.54,462612.73,0,0,0,0,0,0,553801.98,"MO",2,"","W","","W",61,289344.26,2098,"12/31/2006",9960,0,13.4560515564169
"H0MO00019","CARNAHAN, RUSS","I",1,"DEM",1263768.28,0,1184967.22,0,7692.84,86493.9,0,0,0,65000,2000,49000,605517.74,"MO",3,"","W","","W",65,644460.82,800,"12/31/2006",4210,1000,13.9852256697215
"H6MO03291","BERTELSEN, DAVID L","C",2,"REP",8301,0,8300,0,0,0,0,2500,0,722,0,0,5801,"MO",3,"","W","","L",31,0,0,"12/31/2006",0,0,9.02401079378469
"H6MO04141","SKELTON, IKE","I",1,"DEM",1050910.54,0,1044008.29,0,270659.42,277561.67,0,0,0,0,0,0,377809.31,"MO",4,"","W","","W",67,662164.79,1625,"12/31/2006",800,1300,13.8585779880062
"H0MO04078","NOLAND, JAMES A JIM","C",2,"REP",21028,0,21027,0,0,0,16137,0,0,0,0,0,3965,"MO",4,"","","","L",29,600,150,"11/10/2006",0,0,9.95356260516843
"H4MO05234","CLEAVER, EMANUEL II","I",1,"DEM",669500.46,0,617752.93,0,57982.27,109729.8,0,0,0,0,0,0,312872.9,"MO",5,"","W","","W",64,344152.8,0,"12/31/2006",0,2000,13.3338438668586
"H6MO05189","TURK, JACOB","C",2,"REP",31321,0,31796,0,0,262,0,5000,0,0,0,5000,26321,"MO",5,"","W","","L",32,0,0,"12/31/2006",0,0,10.367095774693
"H6MO06187","SHETTLES, SARA JO","C",1,"DEM",131572.84,0,130317.77,0,0,1254.53,0,0,0,0,0,401.08,75243.21,"MO",6,"","W","","L",35,55149.09,0,"12/31/2006",0,0,11.7777311314045
"H0MO06073","GRAVES, SAMUEL B (SAM)","I",2,"REP",1218552.39,0,1216182.39,0,6208.88,8578.88,0,0,0,0,0,2644.65,475051.84,"MO",6,"","W","","W",61,596894.08,2398,"12/31/2006",800,3000,14.0112273220369
"H6MO07128","BLUNT, ROY","I",2,"REP",3162490.84,0,3301396.14,0,492565.06,353659.76,0,0,0,0,0,0,1266968.12,"MO",7,"","W","","W",66,1880295.52,1155.44,"12/31/2006",2600,7500,15.0098560096939
"H6MO08100","HAMBACKER, VERONICA J.","C",1,"DEM",65144.27,0,64175.26,0,0,969.01,0,0,0,0,0,0,46425.6,"MO",8,"","W","","L",26,6377,5000,"12/31/2006",0,0,11.069373057153
"H6MO08084","EMERSON, JO ANN","I",2,"REP",1166416.8,900,1129363.5,113000,74528.59,111581.89,0,0,0,0,0,0,469970.04,"MO",8,"","W","","W",71,668436.6,2100,"12/31/2006",900,2850,13.9371647576537
"H2MO09099","BURGHARD, DUANE NEIL","C",1,"DEM",258617.69,0,253384.02,0,0,5233.67,0,1e+05,0,1e+05,0,0,153035.12,"MO",9,"","W","","L",35,5582.57,0,"12/31/2006",500,0,12.4426614825286
"H4MO09046","HULSHOF, KENNY CHARLES","I",2,"REP",1507581.58,0,1469924.2,0,197825.26,259638.04,0,0,0,0,0,0,682639.26,"MO",9,"","W","","W",61,795732.99,6650,"12/31/2006",0,9000,14.2007213927996
"H6MS01115","HURT, JAMES K. (KEN)","C",1,"DEM",17299,0,16398,0,0,899,3000,0,0,0,0,0,14299,"MS",1,"","L","W","L",34,0,0,"11/07/2006",0,0,9.70491465515612
"H4MS01078","WICKER, ROGER F.","I",2,"REP",845752.95,0,746943.32,5000,444034.39,542844.02,0,0,0,0,0,0,466196.51,"MS",1,"","W","","W",65,366600,0,"12/31/2006",4000,1000,13.5237445843955
"H4MS02068","THOMPSON, BENNIE G.","I",1,"DEM",1375706.03,0,1393501.37,0,236313.18,218517.84,0,0,0,0,0,0,511779.32,"MS",2,"","W","","W",64,817284,3659.07,"12/31/2006",5000,2538,14.1473301090396
"H6NY04120","BLESSINGER, MARTIN W","C",3,"CON",112165,0,112124.24,0,0,40.76,0,53100,0,0,0,53100,47465,"NY",4,"","W","","L",35,600,11000,"12/31/2006",0,0,11.6273628211887
"H8NY07046","CROWLEY, JOSEPH","I",1,"DEM",1738326.44,0,1505482.78,0,450273.82,683096.64,0,0,0,0,0,0,680280.58,"NY",7,"","W","","W",83,1040758.25,262.82,"12/31/2006",3700,1500,14.2246241887781
"H2NY17071","NADLER, JERROLD L MR.","I",1,"DEM",758672.27,27900,764964.86,10000,674547.03,668254.44,0,0,0,0,0,0,453880.83,"NY",8,"","W","","W",83,248035,65.12,"12/31/2006",250,0,13.5475851771131
"H2NY11017","TOWNS, EDOLPHUS","I",1,"DEM",1330388.6,0,1339969.96,0,62273.65,52722.29,0,0,0,0,0,0,578680.1,"NY",10,"","W","","W",91,750600,0,"12/31/2006",2580,0,14.1081577537654
"H4NY11138","CLARKE, YVETTE","O",1,"DEM",640158.46,0,623984.26,0,26053.55,42227.75,0,1000,20000,0,0,144424.76,468481,"NY",11,"","W","","W",89,150177.46,500,"12/31/2006",0,0,13.3438804226745
"H6NY11166","MCCLEAN, OLLIE M","C",3,"FRE",24954,0,22111,0,5121,4674,0,0,10718,0,0,5359,14236,"NY",11,"","","","L",1,0,0,"12/31/2006",0,0,10.0038305012322
"H2NY00010","VELAZQUEZ, NYDIA M","I",1,"DEM",766762.25,0,698621.83,0,240961.85,309102.27,0,0,0,0,0,7736.52,334518,"NY",12,"","W","","W",89,431685,17,"12/31/2006",4000,0,13.4568648590774
"H6NY13071","HARRISON, STEPHEN A","C",1,"DEM",138954.01,0,132455.85,0,0,6498.16,0,8500,0,8500,0,1595.91,102574.47,"NY",13,"","W","","L",43,23360,3412.81,"12/31/2006",0,0,11.7940046613353
"H8NY13028","FOSSELLA, VITO MR.","I",2,"REP",1488054.54,0,1639603.29,0,163951.56,12402.81,0,0,0,0,0,209009.84,711162.22,"NY",13,"","W","","W",56,749748.76,5598,"12/31/2006",3200,0,14.3099648741973
"H2NY14037","MALONEY, CAROLYN B","I",1,"DEM",1179896.13,363.45,1030387.97,0,523348.6,672856.76,0,0,0,0,0,0,731121.15,"NY",14,"","W","","W",84,180123.26,265064.47,"12/31/2006",850,2100,13.8454459591864
"H6NY14236","MAIO, DANNIEL SUN","C",2,"REP",82425,0,82425,0,0,0,44575,37850,0,37850,0,0,0,"NY",14,"","W","","L",15,0,0,"12/31/2006",0,0,11.3196440679399
"H6NY19029","RANGEL, CHARLES B","I",1,"DEM",1995578.08,0,2047121.56,0,466466.69,414923.21,0,0,0,0,0,35833.9,839984.93,"NY",15,"","W","","W",93,1134175,373.55,"12/31/2006",6800,0,14.5319452473453
"H0NY18065","SERRANO, JOSE E","I",1,"DEM",312397.89,0,314384.8,0,4816.37,2829.46,0,0,0,0,0,0,162085,"NY",16,"","W","","W",95,147125,0,"12/31/2006",500,0,12.6583729923125
"H8NY19058","ENGEL, ELIOT","I",1,"DEM",862884.56,0,945645.98,0,125175.29,42413.87,0,0,0,0,0,0,420322.03,"NY",17,"","W","","W",75,442317.97,0,"12/31/2006",1000,0,13.7596235496633
"H6NY17148","FAULKNER, JIM","C",2,"REP",3121,0,3359,0,752,513,1375,530,0,0,0,4172,1216,"NY",17,"","W","","L",24,0,0,"10/18/2006",0,0,8.11939858961229
"H8NY20056","LOWEY, NITA M","I",1,"DEM",1344133.9,0,1555663.36,0,1020530.15,809000.69,0,0,0,0,0,0,1039797,"NY",18,"","W","","W",70,276553,307.74,"12/31/2006",1000,1250,14.2574126106991
"H4NY18075","HOFFMAN, RICHARD A","C",2,"REP",65754.02,0,65826.24,0,1533.37,1814.55,5000,34610.02,0,0,0,67820,18650,"NY",18,"","W","","L",29,6999,395,"12/31/2006",0,0,11.0947738220147
"H6NY19144","HALL, JOHN JOSEPH","I",1,"DEM",1692659.92,0,1629868.5,0,0,62791.42,53109.3,27000,0,27000,0,0,1337121.42,"NY",19,"","W","","W",51,223046.9,128.93,"12/31/2006",23859,0,14.3040098946819
"H4NY19073","KELLY, SUE W","I",2,"REP",2293813.53,6333.01,2519168.98,0,320693.35,95337.9,0,0,0,0,0,111544.22,977734.08,"NY",19,"","W","","L",48,1299605.62,821,"12/31/2006",0,0,14.7394396352603
"H6NY20167","GILLIBRAND, KIRSTEN E MRS.","C",1,"DEM",2639161.98,0,2596899.96,0,0,42262.02,5825.41,0,0,0,0,67970.01,2057889.58,"NY",20,"","W","","W",53,571439.65,3217.73,"12/31/2006",5590,500,14.7698289685321
